id	name	formula
EX_hg2_e	Hg2+ exchange	hg2_e --> 
O16GLCT1	Glucosyltransferase I (LPS O16 antigen biosynthesis)	aragund_c + udpg_c --> garagund_c + h_c + udp_c
O16AP2pp	O16 antigen polymerase (periplasm)	o16a2und_p + o16aund_p --> h_p + o16a3und_p + udcpdp_p
O16AP3pp	O16 antigen polymerase (periplasm)	o16a3und_p + o16aund_p --> h_p + o16a4und_p + udcpdp_p
O16A4Lpp	O16 anitgen (x4) ligase (periplasm)	colipa_p + o16a4und_p --> h_p + o16a4colipa_p + udcpdp_p
MALTATr	Maltose O-acetyltransferase	accoa_c + malt_c <=> acmalt_c + coa_c
DHBSH	2,3-dihydroxybenzoylserine hydrolase	23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c
ENTERES	Enterochelin Esterase	enter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 3.0 h_c
FEOXAMUtex	Ferroxamine (minus Fe3) secretion (to extracellular)	feoxam_un_p + h_p --> feoxam_un_e + h_c
ARBTNtpp	Aerobactin secretion (to periplasm)	arbtn_c + h_p --> arbtn_p + h_c
ARBTNtex	Aerobactin secretion (to extracellular)	arbtn_p + h_p --> arbtn_e + h_c
23CAMPtex	23cAMP transport via diffusion (extracellular to periplasm)	23camp_e <=> 23camp_p
23CCMPtex	23cCMP transport via diffusion (extracellular to periplasm)	23ccmp_e <=> 23ccmp_p
23CUMPtex	23cUMP transport via diffusion (extracellular to periplasm)	23cump_e <=> 23cump_p
23CGMPtex	23cGMP transport via diffusion (extracellular to periplasm)	23cgmp_e <=> 23cgmp_p
3AMPtex	3AMP transport via diffusion (extracellular to periplasm)	3amp_e <=> 3amp_p
3CMPtex	3CMP transport via diffusion (extracellular to periplasm)	3cmp_e <=> 3cmp_p
LADGMDH	L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase	LalaDgluMdap_c + h2o_c --> 26dap__M_c + LalaDglu_c
ALAGLUE	L-alanyl-gamma-glutamate epimerase	LalaDglu_c <=> LalaLglu_c
FEENTERtpp	Enterochelin transport (secretion)	enter_c + h_p --> enter_p + h_c
FEENTERtex	Enterochelin transport (secretion periplasm)	enter_p + h_p --> enter_e + h_c
FE3HOXUtpp	Fe(III)hydroxamate unloaded secretion (extracellular)	fe3hox_un_p + h_p --> fe3hox_un_e + h_c
FEOXAMUtpp	Ferroxamine (minus Fe3) secretion (to periplasm)	feoxam_un_c + h_p --> feoxam_un_p + h_c
FECRMUtpp	Ferrichrome (minus Fe) secretion (to periplasm)	fecrm_un_c + h_p --> fecrm_un_p + h_c
FE3HOXR2	Fe(III)hydroxamate reductase	2.0 fe3hox_c + fmnh2_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + fmn_c + 2.0 h_c
PTRCt2pp	Putrescine transport in via proton symport	h_p + ptrc_p --> h_c + ptrc_c
GGGABAH	Gamma-glutamyl-gamma-aminobutyric acid hydrolase	gg4abut_c + h2o_c --> 4abut_c + glu__L_c
FRULYSK	Fructoselysine Kinase	atp_c + frulys_c --> adp_c + frulysp_c + h_c
FDMO6	FMNH2-dependent monooxygenase (sulfoacetate)	fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c
SULFACabcpp	Sulfoacetate transport via ABC system (periplasm)	atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c
ETHSO3tex	Ethanesulfonate transport via diffusion (extracellular to periplasm)	ethso3_e <=> ethso3_p
BUTSO3tex	Butanesulfonate transport via diffusion (extracellular to periplasm)	butso3_e <=> butso3_p
LIPOtex	Lipoate transport via diffusion (extracellular to periplasm)	lipoate_e <=> lipoate_p
CYANSTpp	Cyanide sulfurtransferase (periplasmic)	cyan_p + tsul_p --> h_p + so3_p + tcynt_p
MCPST	3-mercaptopyruvate sulfurtransferase	cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c
PHEMEabcpp	Protoheme transport via ABC system (periplasm)	atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c
METSOX1abcpp	L-methionine S-oxide transport via ABC system (periplasm)	atp_c + h2o_c + metsox_S__L_p --> adp_c + h_c + metsox_S__L_c + pi_c
GALBDtex	Beta D-galactose transport via diffusion (extracellular to periplasm)	gal_bD_e <=> gal_bD_p
LIPAHT2ex	Core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane)	colipa_e + h_e + hdca_e --> h2o_e + hacolipa_e
LIPAHTex	Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane)	h_e + hdca_e + lipa_e --> h2o_e + halipa_e
ECAP1pp	Enterobacterial common antigen polymerase (periplasm)	2.0 unagamuf_p --> eca2und_p + h_p + udcpdp_p
UDCPDPpp	Undecaprenyl-diphosphatase (periplasm)	h2o_p + udcpdp_p --> h_p + pi_p + udcpp_p
ECAP2pp	Enterobacterial common antigen polymerase (periplasm)	eca2und_p + unagamuf_p --> eca3und_p + h_p + udcpdp_p
ECA4OALpp	Enterobacterial common antigen (x4) O-antigen ligase (periplasm)	colipa_p + eca4und_p --> eca4colipa_p + h_p + udcpdp_p
FE3Ri	Fe(III) reduction	fadh2_c + 2.0 fe3_c --> fad_c + 2.0 fe2_c + 2.0 h_c
FE3HOXR3	Fe(III)hydroxamate reductase	2.0 fe3hox_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c + ribflv_c
FEENTERR1	Fe-enterobactin reduction (Fe(III)-unloading)	fadh2_c + 2.0 feenter_c --> 2.0 enter_c + fad_c + 2.0 fe2_c + 2.0 h_c
FEENTERR3	Fe-enterobactin reduction (Fe(III)-unloading)	2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
SULFACtex	Sulfoaceate transport via diffusion (extracellular to periplasm)	sulfac_e <=> sulfac_p
EX_sulfac_e	Sulfoacetate exchange	sulfac_e --> 
EX_butso3_e	Butanesulfonate exchange	butso3_e --> 
EX_ethso3_e	Ethanesulfonate exchange	ethso3_e --> 
NODOy	Nitric oxide dioxygenase	nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c
GALM2pp	Aldose-1-epimerase	gal_bD_p --> gal_p
CU1abcpp	Copper (Cu +1) ABC transporter (periplasm)	atp_c + cu_c + h2o_c --> adp_c + cu_p + h_c + pi_c
HG2abcpp	Mercury (Hg+2) ABC transporter (periplasm)	atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c
GLCTR3	Glucosyltransferase III (LPS core synthesis)	ggagicolipa_c + udpg_c --> gggagicolipa_c + h_c + udp_c
HEPT4	Heptosyltransferase IV (LPS core synthesis)	adphep_LD_c + gggagicolipa_c --> adp_c + colipa_c + h_c
LA4NTpp	4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))	colipa_p + uLa4n_p --> acolipa_p + udcpp_p
NODOx	Nitric oxide dioxygenase	nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c
NOtex	Nitric oxide transport via diffusion (extracellular to periplasm)	no_e <=> no_p
NOtpp	NO transport (diffusion)	no_p <=> no_c
NHFRBO	NADH:flavorubredoxin oxidoreductase	h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c
N2Otpp	Nitrious oxide transport (diffusion)	n2o_p <=> n2o_c
N2Otex	Nitrious oxide transport via diffusion (extracellular to periplasm)	n2o_e <=> n2o_p
CRNt8pp	L-carnitine/D-carnitine antiporter (periplasm)	crn__D_c + crn_p --> crn__D_p + crn_c
CRNt2rpp	L-carnitine outward transport (H+ antiport)	crn_p + h_p <=> crn_c + h_c
CRNDt2rpp	D-carnitine outward transport (H+ antiport)	crn__D_p + h_p <=> crn__D_c + h_c
CTBTt2rpp	Cronobetaine outward transport (H+ antiport)	ctbt_p + h_p <=> ctbt_c + h_c
42A12BOOXpp	4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)	dopa_p + h2o_p + o2_p --> 34dhpac_p + h2o2_p + nh4_p
TYROXDApp	Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (periplasm)	h2o_p + o2_p + tym_p --> 4hoxpacd_p + h2o2_p + nh4_p
PACALDt2rpp	Phenylacetaldehyde reversible transport via proton symport (periplasm)	h_p + pacald_p <=> h_c + pacald_c
PEAMNtex	Phenethylamine transport via diffusion (extracellular to periplasm)	peamn_e <=> peamn_p
PACALDtex	Phenethylacetaldehyde transport via diffusion (extracellular to periplasm)	pacald_e <=> pacald_p
LIPOt2pp	Lipoate transport via proton symport (periplasm)	h_p + lipoate_p --> h_c + lipoate_c
NTRIR4pp	Nitrite Reductase (Menaquinole-8, periplasm)	2.0 h_p + 3.0 mql8_c + no2_p --> 2.0 h2o_p + 3.0 mqn8_c + nh4_p
NTRIR3pp	Nitrite Reductase (Ubiquinole-8, periplasm)	2.0 h_p + no2_p + 3.0 q8h2_c --> 2.0 h2o_p + nh4_p + 3.0 q8_c
INOSTt4pp	Na+/myo-inositol symporter (periplasm)	inost_p + na1_p --> inost_c + na1_c
PHEMEtiex	Protoheme transport irreversible out via diffusion (periplasm to extracellular)	pheme_p --> pheme_e
AGM3PA	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase	anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c
CYANtex	Cyanide transport via diffusion (extracellular to periplasm)	cyan_e <=> cyan_p
SO3tex	Sulfite transport via diffusion (extracellular to periplasm)	so3_e <=> so3_p
TCYNTtex	Thiocyanate transport via diffusion (extracellular to periplasm)	tcynt_e <=> tcynt_p
ACANTHAT	Acetyl-CoA:anthranilate acetyltransferase	accoa_c + anth_c --> acanth_c + coa_c
METSOX2abcpp	L-methionine R-oxide transport via ABC system (periplasm)	atp_c + h2o_c + metsox_R__L_p --> adp_c + h_c + metsox_R__L_c + pi_c
METSOX1tex	L-methionine S-oxide diffusion (extracellular)	metsox_S__L_e <=> metsox_S__L_p
METSOX2tex	L-methionine R-oxide diffusion (extracellular)	metsox_R__L_e <=> metsox_R__L_p
3UMPtex	3UMP transport via diffusion (extracellular to periplasm)	3ump_e <=> 3ump_p
3GMPtex	3GMP transport via diffusion (extracellular to periplasm)	3gmp_e <=> 3gmp_p
FALDtpp	Formaldehyde transport via diffusion (periplasm)	fald_p <=> fald_c
EX_tym_e	Tyramine exchange	tym_e --> 
METSOXR1	L-methionine-S-oxide reductase	metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
METSOXR2	L-methionine-R-sulfoxide reductase	metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
DAPAL	2,3-diaminopropionate amonnia lyase	23dappa_c + h2o_c --> 2.0 nh4_c + pyr_c
AMPTASECG	Alanyl aminopeptidase (cys-gly)	cgly_c + h2o_c --> cys__L_c + gly_c
EX_imp_e	IMP exchange	imp_e --> 
DOPAtex	Dopamine transport via diffusion (extracellular to periplasm)	dopa_e <=> dopa_p
4HOXPACDtex	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	4hoxpacd_e <=> 4hoxpacd_p
LACZpp	B-galactosidase	h2o_p + lcts_p --> gal_p + glc__D_p
GPDDA1pp	Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)	g3pc_p + h2o_p --> chol_p + glyc3p_p + h_p
GPDDA5pp	Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)	g3pi_p + h2o_p --> glyc3p_p + h_p + inost_p
ETHAtex	Ethanolamine transport via diffusion (extracellular)	etha_e <=> etha_p
G3PStex	Glycerophosphserine transport via diffusion (extracellular to periplasm)	g3ps_e <=> g3ps_p
FEENTERR2	Fe-enterobactin reduction (Fe(III)-unloading)	2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c
FLVR	Flavin reductase	h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c
FE3HOXR1	Fe(III)hydroxamate reductase	fadh2_c + 2.0 fe3hox_c --> fad_c + 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c
FEENTERexs	Enterobactin Fe(III) binding (spontaneous)	enter_e + fe3_e --> feenter_e
FE3HOXexs	Fe(III) hydroxamate Fe-loading reaction (spontaneaous)	fe3_e + fe3hox_un_e --> fe3hox_e
FECRMR3	Ferrichrome reductase	2.0 fecrm_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c + ribflv_c
FDMO2	FMNH2-dependent monooxygenase (methanesulfonate)	fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c
LALGP	L-alanyl-gamma-L-glutamate peptidase	LalaLglu_c + h2o_c --> ala__L_c + glu__L_c
AGM4PApp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)	anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p
AGM4PA	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase	anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c
RNDR3b	Ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)	cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c
RNDR4b	Ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c
ACGAL1Ptex	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	acgal1p_e <=> acgal1p_p
ACGALtex	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	acgal_e <=> acgal_p
GLCUR1Ptex	D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm)	glcur1p_e <=> glcur1p_p
UDPGLCURtex	UDP-D-glucuronate transport via diffusion (extracellular to periplasm)	udpglcur_e <=> udpglcur_p
UDPGALPpp	UDPgalactose pyrophosphohydrolase	h2o_p + udpgal_p --> gal1p_p + 2.0 h_p + ump_p
UACGAMPpp	UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm)	h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p
UACGALPpp	UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm)	h2o_p + udpacgal_p --> acgal1p_p + 2.0 h_p + ump_p
UGLCURPpp	UDP-D-glucuronate pyrophosphohydrolase (periplasm)	h2o_p + udpglcur_p --> glcur1p_p + 2.0 h_p + ump_p
FEROpp	Ferroxidase	4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p
ISETACabcpp	Isethionate transport via ABC system (periplasm)	atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c
ISETACtex	Isethionate transport via diffusion (extracellular to periplasm)	isetac_e <=> isetac_p
GUR1PPpp	Glucuronate 1-phosphate phosphatase (periplasm)	glcur1p_p + h2o_p --> glcur_p + pi_p
UDPGtex	UDPglucose transport via diffusion (extracellular to periplasm)	udpg_e <=> udpg_p
ACGAL1PPpp	N-acetyl-D-galactosamine 1-phosphatase (periplasm)	acgal1p_p + h2o_p --> acgal_p + pi_p
UDPGALtex	UDPgalactose transport via diffusion (extracellular to periplasm)	udpgal_e <=> udpgal_p
ACGAM1Ptex	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)	acgam1p_e <=> acgam1p_p
UACGAMtex	UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	uacgam_e <=> uacgam_p
UDPACGALtex	UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	udpacgal_e <=> udpacgal_p
AM4PCP	Anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase	anhm4p_c + h2o_c --> ala__D_c + anhm3p_c
AM3PA	Anhydrous-N-Acetylmuramyl-tripeptide amidase	anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c
UM4PCP	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase	h2o_c + um4p_c --> ala__D_c + ugmd_c
CBLAT	Cob(I)alamin adenosyltransferase	atp_c + cbl1_c + h_c <=> adocbl_c + pppi_c
MSO3abcpp	Methanesulfonate transport via ABC system (periplasm)	atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c
MSO3tex	Methanesulfonate transport via diffusion (extracellular to periplasm)	mso3_e <=> mso3_p
FECRMR1	Ferrichrome reductase	fadh2_c + 2.0 fecrm_c --> fad_c + 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c
FECRMR2	Ferrichrome reductase	2.0 fecrm_c + fmnh2_c --> 2.0 fe2_c + 2.0 fecrm_un_c + fmn_c + 2.0 h_c
TDP	Thiamin pyrophosphatase	h2o_c + thmpp_c --> h_c + pi_c + thmmp_c
3PEPTabcpp	Tripeptide (LalaDgluMdap) transport via ABC system (periplasm)	LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c
4PEPTabcpp	Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm)	LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c
AGM3Pt2pp	GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm)	anhgm3p_p + h_p --> anhgm3p_c + h_c
AGM4Pt2pp	GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm)	anhgm4p_p + h_p --> anhgm4p_c + h_c
AGMt2pp	GlcNAc-anhMurNAc transport in via proton symport (periplasm)	anhgm_p + h_p --> anhgm_c + h_c
FECRMexs	Ferrichrome Fe(III)-loading reaction (spontaneous)	fe3_e + fecrm_un_e --> fecrm_e
ARBTNR1	Aerobactin reductase	2.0 arbtn_fe3_c + fadh2_c --> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c
ARBTNR2	Aerobactin reductase	2.0 arbtn_fe3_c + fmnh2_c --> 2.0 arbtn_c + 2.0 fe2_c + fmn_c + 2.0 h_c
ARBTNR3	Aerobactin reductase	2.0 arbtn_fe3_c + rbflvrd_c --> 2.0 arbtn_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
ARBTNexs	Aerobactin Fe-loading reaction (spontaneous)	arbtn_e + fe3_e --> arbtn_fe3_e
FEOXAMexs	Ferroxamine Fe3-loading reaction (spontaneous)	fe3_e + feoxam_un_e --> feoxam_e
FEOXAMR1	Ferroxamine reductase	fadh2_c + 2.0 feoxam_c --> fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c
FEOXAMR2	Ferroxamine reductase	2.0 feoxam_c + fmnh2_c --> 2.0 fe2_c + 2.0 feoxam_un_c + fmn_c + 2.0 h_c
FEOXAMR3	Ferroxamine reductase	2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c
PTHRpp	Phospho-L-threonine phosphatase (periplasmic)	h2o_p + thrp_p --> pi_p + thr__L_p
ARABDI	L-fucose isomerase	arab__D_c <=> rbl__D_c
AGt3	Silver transport out via proton antiport	ag_c + h_e --> ag_e + h_c
CD2t3pp	Cadmium (Cd+2) transport out via proton antiport (periplasm)	cd2_c + h_p --> cd2_p + h_c
ZNabcpp	Zinc (Zn+2) transport via ABC system (periplasm)	atp_c + h2o_c + zn2_p --> adp_c + h_c + pi_c + zn2_c
SKMt2pp	Shikimate transport in via proton symport (periplasm)	h_p + skm_p --> h_c + skm_c
FE2t2pp	Iron (II) transport in via proton symport (periplasm)	fe2_p + h_p --> fe2_c + h_c
R5PPpp	Ribose 5-phosphate phosphatase	h2o_p + r5p_p --> pi_p + rib__D_p
PSP_Lpp	Phospho-L-serine phosphatase (periplasmic)	h2o_p + pser__L_p --> pi_p + ser__L_p
TYRPpp	Phospho-L-tyrosine phosphatase (periplasmic)	h2o_p + tyrp_p --> pi_p + tyr__L_p
GLYC2Ptex	Glycerol-2-phosphate transport via diffusion (extracellular to periplasm)	glyc2p_e <=> glyc2p_p
PSERtex	Phospho-L-serine transport via diffusion (extracellular to periplasm)	pser__L_e <=> pser__L_p
R5Ptex	Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	r5p_e <=> r5p_p
THRPtex	Phospho-L-threonine transport via diffusion (extracellular to periplasm)	thrp_e <=> thrp_p
TYRPtex	Phopho-L-tyrosine transport via diffusion (extracellular to periplasm)	tyrp_e <=> tyrp_p
PAPSR2	Phosphoadenylyl-sulfate reductase (glutaredoxin)	grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c
GRXR	Glutaredoxin reductase	grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c
RNDR1b	Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c
RNDR2b	Ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c
FACOAE181	Fatty-acid-CoA thioesterase (octadecenoate)	h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c
FACOAE160	Fatty-acid-CoA thioesterase (hexadecanoate)	h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c
FACOAE140	Fatty-acid-CoA thioesterase (tetradecanoate)	h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c
CPGNR1	Coprogen(Fe(III)) reductase	2.0 cpgn_c + fadh2_c --> 2.0 cpgn_un_c + fad_c + 2.0 fe2_c + 2.0 h_c
CPGNR2	Coprogen(Fe(III)) reductase	2.0 cpgn_c + fmnh2_c --> 2.0 cpgn_un_c + 2.0 fe2_c + fmn_c + 2.0 h_c
CPGNR3	Coprogen(Fe(III)) reductase	2.0 cpgn_c + rbflvrd_c --> 2.0 cpgn_un_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
CPGNUtpp	Coprogen unloaded secretion	cpgn_un_c + h_p --> cpgn_un_p + h_c
CPGNUtex	Coprogen unloaded secretion (extracellular)	cpgn_un_p + h_p --> cpgn_un_e + h_c
AAMYL	Alpha-amylase	14glucan_c --> malthx_c
AAMYLpp	Alpha-amylase (periplasm)	14glucan_p --> malthx_p
FACOAL80t2pp	Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c
PPGPPDP	Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	h2o_c + ppgpp_c --> gdp_c + ppi_c
CPGNabcpp	Coprogen transport via ABC system (periplasm)	atp_c + cpgn_p + h2o_c --> adp_c + cpgn_c + h_c + pi_c
CPGNexs	Coprogen Fe-loading reaction (spontaneaous)	cpgn_un_e + fe3_e --> cpgn_e
CITtex	Citrate transport via diffusion (extracellular to periplasm)	cit_e <=> cit_p
ACGAtex	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	acgam_e <=> acgam_p
DDCAtexi	Fatty acid (dodecanoate) transport via facilitated irreversible diffusion (extracellular to periplasm)	ddca_e --> ddca_p
TTDCAtexi	Tetradecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)	ttdca_e --> ttdca_p
HDCAtexi	Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)	hdca_e --> hdca_p
GUACYC	Guanylate cyclase	gtp_c --> 35cgmp_c + ppi_c
23PDE2pp	2',3'-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)	23cump_p + h2o_p --> 3ump_p + h_p
23PDE4pp	2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm)	23ccmp_p + h2o_p --> 3cmp_p + h_p
23PDE9pp	2',3'-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)	23cgmp_p + h2o_p --> 3gmp_p + h_p
ATPHs	ATP amine hydrolysis (spontaneous)	atp_c + h2o_c + h_c --> itp_c + nh4_c
SARCOX	Sarcosine oxidase	h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c
GTPHs	GTP amine hydrolysis (spontaneous)	gtp_c + h2o_c + h_c --> nh4_c + xtp_c
MN6PP	Mannose 6-phosphate phosphatase	h2o_c + man6p_c --> man_c + pi_c
3KGK	3-keto-L-gulonate kinase	3dhguln_c + atp_c --> 3dhgulnp_c + adp_c + h_c
EX_cd2_e	Cadmium exchange	cd2_e --> 
F6PP	D-fructose 6-phosphate phosphatase	f6p_c + h2o_c --> fru_c + pi_c
GDPMNH	GDP-mannose mannosyl hydrolase	gdpmann_c + h2o_c --> gdp_c + h_c + man_c
FACOAL60t2pp	Fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c
IDONt2rpp	L-idonate transport via proton symport, reversible (periplasm)	h_p + idon__L_p <=> h_c + idon__L_c
ILEabcpp	L-isoleucine transport via ABC system (periplasm)	atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c
INDOLEt2pp	Indole transport via proton symport, irreversible (periplasm)	h_c + indole_c --> h_p + indole_p
